
TABLESPACE           DATA_FILE                                          FILESYSTEM                  SIZE_MB                                                                                                                                                                                                 
-------------------- -------------------------------------------------- ------------------------- ---------                                                                                                                                                                                                 
** Script Output **  /swp/c1/prod/files/areafcp                         /dev/vg07/lvol5            61440000                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data05.dbf                 /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data06.dbf                 /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_07.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_09.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_10.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_11.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_18.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_25.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_26.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_27.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_49.dbf                /dev/vg02/lvol5             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_53.dbf                /dev/vg02/lvol5             1073.74                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_54.dbf                /dev/vg02/lvol5             1048.58                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data_58.dbf                /dev/vg02/lvol5             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed06/oradata/EDOP/edid_data_60.dbf                /dev/vg02/lvol7             2621.44                                                                                                                                                                                                 
EDID_DATA            /ed06/oradata/EDOP/edid_data_61.dbf                /dev/vg02/lvol7             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed06/oradata/EDOP/edid_data_62.dbf                /dev/vg02/lvol7             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed06/oradata/EDOP/edid_data_63.dbf                /dev/vg02/lvol7             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed06/oradata/EDOP/edid_data_65.dbf                /dev/vg02/lvol7             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed06/oradata/EDOP/edid_data_66.dbf                /dev/vg02/lvol7             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_69.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_70.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_71.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_72.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_73.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_74.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_75.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_76.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_77.dbf                /dev/vg_ps01/lvol1          3121.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_78.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_79.dbf                /dev/vg_ps01/lvol1          2097.15                                                                                                                                                                                                 
